question_category,number,question_type,question,answer,law_or_source,article_or_section,election
HowtoVote,120,Open-ended,နိုင်ငံပြင်ပမဲတွေကို ဘယ်သူတွေ ပေးခွင့်ရှိလဲ။,သံတမန်များ၊ အစိုးရက တာဝန်ပေးအပ်စေလွှတ်ထားတဲ့ အရပ်ဘက်ဝန်ထမ်းများ၊ နိုင်ငံပြင်ပရှိ နိုင်ငံတကာ အဖွဲ့အစည်းများမှာ တာဝန်ထမ်းဆောင်နေသူများ၊ အစိုးရခွင့်ပြုချက်နဲ့ အလုပ်လုပ်နေတဲ့ ပုဂ္ဂလိက စီးပွားရေး လုပ်ငန်းရှင်များ၊ အစိုးရစေလွှတ်မှုနဲ့ နိုင်ငံပြင်ပရောက်နေတဲ့ ပညာတော်သင်များ၊ အစိုးရခွင့်ပြုချက်နဲ့ နိုင်ငံပြင်ပရောက်နေသူများမှာ မဲပေးခွင့် ရှိပါတယ်။,ပြည်သူ့လွှတ်တော်နည်းဥပဒေ,ဥပဒေ အပိုဒ် ၅၇ (က)(၂),2015GeneralElection
HowtoVote,121,Yes/No,သက်သေခံကဒ်ပြားမပါဘဲ မဲပေးနိုင်ပါသလား။,မဲပေးနိုင်ပါသည်။ ဥပဒေအရ မဲဆန္ဒရှင်များအနေဖြင့် ဆန္ဒမဲပေးရန်အတွက် သက်သေခံကဒ်ပြား ယူဆောင်လာရန် မလိုအပ်ပါ။ မဲဆန္ဒရှင်အနေဖြင့် မဲဆန္ဒရှင်စာရင်းတွင်ပါဝင်ရုံဖြင့် မဲပေးခွင့်ရှိပါသည်။ သို့သော် အလေးထားအကြံပြုလိုသည်မှာ မဲဆန္ဒရှင်များအနေဖြင့် ဆန္ဒမဲပေးရာတွင် လိုအပ်ပါက သက်သေပြနိုင်ရန်အတွက် သက်သေခံကဒ်ပြားတစ်ခုခုပါသင့်ပါသည်။,ပြည်သူ့လွှတ်တော် ဥပဒေ အပိုဒ် ၆ (ခ) ၊ ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင် ၂၀၁၅ မြန်မာနိုင်ငံ အထွေထွေရွေးကောက်ပွဲ မဲရုံမှူး၊ ဒုတိယမဲရုံမှူးနှင့် မဲရုံအဖွဲ့ဝင် လက်စွဲစာအုပ်,အခန်း ၃.၁ (၂),2015GeneralElection
HowtoVote,122,Open-ended,မဲရုံမှာ တိုင်းရင်းသာဝတ်စုံဝတ်လို့ရလား။,မဲရုံမှာဝတ်စုံ ကန့်သတ်ချက် မရှိပါ။ ပါတီတံဆိပ်ပါဝတ်စုံများဝတ်ဆင်ခြင်းကိုသာ ကန့်သတ်ထားပါတယ်။,,,2015GeneralElection
HowtoVote,123,Yes/No,မဲပေးတဲ့နေ့မှာ ထောင်က ထွက်လာပါက မဲပေးခွင့်ရှိသလား။,မဲစာရင်းမှာ အမည်စာရင်းပါရင်တော့ မဲပေးခွင့် ရှိပါတယ်။,ပြည်သူ့လွှတ်တော်ဥပဒေ,အပိုဒ် ၆ (ခ)၊ အပိုဒ် ၇,2015GeneralElection
HowtoVote,124,Yes/No,ကိုယ်မဲပေးချင်တဲ့ ပါတီမှာ လက်မှတ်ထိုးလို့ရလား။,မဲပေးရာမှာ သတ်မှတ်ထားတဲ့ တံဆိပ်တုံးနှိပ် မဲပေးခြင်းကလွဲလို့၊ ဘယ်လို လက်မှတ်နဲ့ အမှတ်အသားမှ ပြု လုပ်ခွင့် မရှိပါ။ ပယ်မဲဖြစ်သွားပါလိမ့်မည်။,ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင် ၂၀၁၅ မြန်မာနိုင်ငံ အထွေထွေရွေးကောက်ပွဲ မဲရုံမှူး၊ ဒုတိယမဲရုံမှူးနှင့် မဲရုံအဖွဲ့ဝင် လက်စွဲစာအုပ်,,2015GeneralElection
HowtoVote,125,Yes/No,တံဆိပ်တုံးနှိပ် မဲပေးတဲ့အခါ အမှတ်တံဆိပ်က ပြောင်းပြန် ဖြစ်သွားရင် ပယ်မဲ ဖြစ်မှာလား။,ပယ်မဲမဖြစ်ပါ။ အမှတ်တံဆိပ် ပြောင်းပြန်ဖြစ်နေပေမယ့် လေးထောင့်ကွက်ထဲမှာဝင်နေတယ်ဆိုရင် ခိုင်လုံမဲ ဖြစ်ပါတယ်။,ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင် ၂၀၁၅ မြန်မာနိုင်ငံ အထွေထွေရွေးကောက်ပွဲ မဲရုံမှူး၊ ဒုတိယမဲရုံမှူးနှင့် မဲရုံအဖွဲ့ဝင် လက်စွဲစာအုပ်,,2015GeneralElection
HowtoVote,126,Yes/No,တံဆိပ်တုံးနှိပ်မဲပေးတဲ့အခါ လူအမည်ပေါ် မှားနှိပ်မိရင် ပယ်မဲ ဖြစ်မှာလား။,ပယ်မဲ မဖြစ်ပါ။ လူအမည်ပေါ် မှားနှိပ်မိရင်လဲ ခိုင်လုံမဲ ဖြစ်ပါတယ်။,ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင် ၂၀၁၅ မြန်မာနိုင်ငံ အထွေထွေရွေးကောက်ပွဲ မဲရုံမှူး၊ ဒုတိယမဲရုံမှူးနှင့် မဲရုံအဖွဲ့ဝင် လက်စွဲစာအုပ်,,2015GeneralElection
HowtoVote,127,Yes/No,တံဆိပ်တုံးနှိပ်မဲပေးတဲ့အခါ ပါတီတံဆိပ်ပေါ် မှားနှိပ်မိရင် ပယ်မဲ ဖြစ်မှာလား။,ပယ်မဲ မဖြစ်ပါ။ ပါတီတံဆိပ်ပေါ်မှာ မှားနှိပ်မိရင်လဲ ခိုင်လုံမဲ ဖြစ်ပါတယ်။,ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင် ၂၀၁၅ မြန်မာနိုင်ငံ အထွေထွေရွေးကောက်ပွဲ မဲရုံမှူး၊ ဒုတိယမဲရုံမှူးနှင့် မဲရုံအဖွဲ့ဝင် လက်စွဲစာအုပ်,,2015GeneralElection
HowtoVote,128,Yes/No,တံဆိပ်တုံးနှိပ်မဲပေးတဲ့အခါ လေးထောင့်ကွက်ထဲမှာ နှစ်ခါနှိပ်မိရင် ပယ်မဲ ဖြစ်မှာလား။,ပယ်မဲ ဖြစ်ပါတယ်။ မဲဆန္ဒပြုရမယ့် လေးထောင့်ကွက်ထဲမှာ နှစ်ခါနှိပ်လို့ မရပါဘူး။ တကြိမ်ထက်ပို၍ ဆန္ဒပြုထားသော မဲများက ပယ်မဲ ဖြစ်ပါတယ်။,ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင် ၂၀၁၅ မြန်မာနိုင်ငံ အထွေထွေရွေးကောက်ပွဲ မဲရုံမှူး၊ ဒုတိယမဲရုံမှူးနှင့် မဲရုံအဖွဲ့ဝင် လက်စွဲစာအုပ်,,2015GeneralElection
HowtoVote,129,Yes/No,မဲစာရွက်ပေါ်မှာ အစွန်းအထင်းပါရင် ပယ်မဲ ဖြစ်မှာလား။,အစွန်းအထင်းပါသော မဲများက ပယ်မဲ ဖြစ်ပါတယ်။,ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင် ၂၀၁၅ မြန်မာနိုင်ငံ အထွေထွေရွေးကောက်ပွဲ မဲရုံမှူး၊ ဒုတိယမဲရုံမှူးနှင့် မဲရုံအဖွဲ့ဝင် လက်စွဲစာအုပ်,,2015GeneralElection
HowtoVote,130,Yes/No,လုံ၀ဆန္ဒမပြုဘူးဆိုရင် ပယ်မဲ ဖြစ်မှာလား။,လုံ၀န္ဒမပြုထားသော မဲများကို ပယ်မဲအဖြစ် သတ်မှတ်မှာ ဖြစ်ပါတယ်။,ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင် ၂၀၁၅ မြန်မာနိုင်ငံ အထွေထွေရွေးကောက်ပွဲ မဲရုံမှူး၊ ဒုတိယမဲရုံမှူးနှင့် မဲရုံအဖွဲ့ဝင် လက်စွဲစာအုပ်,,2015GeneralElection
HowtoVote,131,Open-ended,တံဆိပ်တုံးအကွက် ကိုးကွက်မှာ ဘယ်နှစ်ကွက်က လေးထောင့်ကွက်ထဲဝင်ရင် ခိုင်လုံမဲ ဖြစ်မလဲ။,တံဆိပ်တုံးအကွက် ခြောက်ကွက်က လေးထောင့်ကွက်ထဲဝင်ရင် ခိုင်လုံမဲ ဖြစ်ပါတယ်။,ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင် ၂၀၁၅ မြန်မာနိုင်ငံ အထွေထွေရွေးကောက်ပွဲ မဲရုံမှူး၊ ဒုတိယမဲရုံမှူးနှင့် မဲရုံအဖွဲ့ဝင် လက်စွဲစာအုပ်,,2015GeneralElection
HowtoVote,132,Yes/No,ဆန္ဒမဲ ပြုရတဲ့ အကွက်တွေ ပြင်ပမှာ မဲတံဆိပ်နှိပ်မိရင် ပယ်မဲ ဖြစ်မှာလား။,ပယ်မဲ ဖြစ်ပါတယ်။ ဆန္ဒပြုရမယ့် အကွက်ပြင်ပမှာ ဆန္ဒပြုထားတဲ့မဲက ပယ်မဲ ဖြစ်ပါတယ်။,ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင် ၂၀၁၅ မြန်မာနိုင်ငံ အထွေထွေရွေးကောက်ပွဲ မဲရုံမှူး၊ ဒုတိယမဲရုံမှူးနှင့် မဲရုံအဖွဲ့ဝင် လက်စွဲစာအုပ်,,2015GeneralElection
HowtoVote,133,Yes/No,မဲတံဆိပ်နှိပ်ရာမှာ ဘေးတိုက်ကြီးဖြစ်နေရင် ပယ်မဲ ဖြစ်မှာလား။,ပယ်မဲ မဖြစ်ပါ။ ဘေးတိုက်ဖြစ်ဖြစ်၊ ပြောင်းပြန်ဖြစ်ဖြစ် ခိုင်လုံမဲ ဖြစ်ပါတယ်။,ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင် ၂၀၁၅ မြန်မာနိုင်ငံ အထွေထွေရွေးကောက်ပွဲ မဲရုံမှူး၊ ဒုတိယမဲရုံမှူးနှင့် မဲရုံအဖွဲ့ဝင် လက်စွဲစာအုပ်,,2015GeneralElection
